rcid,country_code,disaster_before_vote,number_disasters,total_affected
4899,YE,1,1,25154
4899,KW,0,0,0
4899,BH,0,0,0
4899,QA,0,0,0
4899,AE,0,0,0
4899,OM,0,0,0
4899,AF,1,2,281180
4899,TJ,1,1,800000
4899,KG,0,0,0
4899,UZ,0,0,0
4899,KZ,1,1,13001
4899,CN,1,8,10889518
4899,MN,0,0,0
4899,KP,0,0,0
4899,KR,1,1,23
4899,JP,1,1,50008
4899,IN,1,8,13990608
4899,BT,0,0,0
4899,PK,1,3,290847
4899,BD,1,2,635668
4899,MM,0,0,0
4899,LK,1,3,776953
4899,MV,0,0,0
4899,NP,1,2,250118
4899,TH,1,3,11539612
4899,KH,0,0,0
4899,LA,1,1,204196
4899,VN,1,4,612652
4899,MY,1,1,2000
4899,SG,0,0,0
4899,BN,0,0,0
4899,ID,1,12,730925
4899,TL,0,0,0
4899,AU,1,4,8407
4899,PG,1,2,75300
4899,NZ,0,0,0
4899,VU,0,0,0
4899,SB,0,0,0
4899,TV,0,0,0
4899,FJ,0,0,0
4899,NR,0,0,0
4899,MH,1,1,600
4899,PW,0,0,0
4899,WS,0,0,0
5037,US,1,7,40428
5037,CA,1,1,200
5037,BS,0,0,0
5037,CU,0,0,0
5037,HT,1,3,12727
5037,DO,1,2,14572
5037,JM,0,0,0
5037,TT,0,0,0
5037,BB,0,0,0
5037,DM,0,0,0
5037,GD,0,0,0
5037,LC,0,0,0
5037,VC,0,0,0
5037,AG,0,0,0
5037,MX,1,5,140212
5037,BZ,0,0,0
5037,GT,1,2,2510800
5037,SV,0,0,0
5037,NI,1,2,6885
5037,CR,0,0,0
5037,PA,1,1,4248
5037,CO,1,1,31273
5037,GY,0,0,0
5037,SR,0,0,0
5037,EC,1,2,119310
5037,PE,1,1,236466
5037,BR,1,7,1862738
5037,BO,1,1,63000
5037,PY,1,2,212035
5037,CL,0,0,0
5037,AR,1,2,30625
5037,UY,1,1,4001
5037,GB,1,1,3903
5037,NL,0,0,0
5037,BE,0,0,0
5037,LU,0,0,0
5037,MC,0,0,0
5037,LI,0,0,0
5037,CH,0,0,0
5037,ES,1,1,6
5037,AD,0,0,0
5037,PT,0,0,0
5037,PL,1,1,151
5037,AT,1,2,1
5037,HU,0,0,0
5037,CZ,1,1,14463
5037,SK,0,0,0
5037,IT,1,2,5177
5037,SM,0,0,0
5037,MT,0,0,0
5037,AL,0,0,0
5037,ME,0,0,0
5037,MK,0,0,0
5037,HR,0,0,0
5037,YU,0,0,0
5037,BA,1,2,3730
5037,SI,0,0,0
5037,GR,1,2,1040
5037,CY,0,0,0
5037,BG,0,0,0
5037,MD,0,0,0
5037,RO,1,2,15
5037,RU,0,0,0
5037,EE,0,0,0
5037,LV,0,0,0
5037,LT,0,0,0
5037,UA,0,0,0
5037,BY,0,0,0
5037,AM,0,0,0
5037,GE,0,0,0
5037,FI,0,0,0
5037,SE,0,0,0
5037,NO,0,0,0
5037,DK,0,0,0
5037,IS,0,0,0
5037,CV,1,1,153
5037,GW,0,0,0
5037,ML,1,1,20431
5037,SN,1,1,264006
5037,BJ,1,2,119667
5037,MR,1,1,10001
5037,NE,1,2,7979132
5037,CI,0,0,0
5037,GN,1,1,40002
5037,BF,1,2,151509
5037,LR,1,1,586
5037,SL,1,1,1573
5037,GH,1,2,159585
5037,CM,0,0,0
5037,NG,1,2,150031
5037,GA,0,0,0
5037,CF,1,1,11001
5037,TD,1,3,2412921
5037,CG,0,0,0
5037,KE,1,1,44866
5037,BI,1,2,188000
5037,RW,0,0,0
5037,SO,1,1,1750
5037,DJ,0,0,0
5037,ET,1,1,6200000
5037,ER,0,0,0
5037,AO,1,3,225127
5037,MZ,1,2,10450
5037,ZM,1,1,614845
5037,ZW,0,0,0
5037,MW,0,0,0
5037,ZA,1,2,20314
5037,NA,1,1,350092
5037,LS,0,0,0
5037,BW,1,2,4656
5037,SZ,0,0,0
5037,MG,0,0,0
5037,KM,1,1,2502
5037,MU,0,0,0
5037,MA,1,1,2024
5037,DZ,1,2,2596
5037,TN,1,1,25
5037,LY,0,0,0
5037,SD,1,1,111475
5037,IR,0,0,0
5037,TR,1,2,35178
5037,IQ,1,1,3002
5037,EG,0,0,0
5037,SY,0,0,0
5037,LB,0,0,0
5037,JO,0,0,0
5037,IL,0,0,0
5037,SA,1,1,10161
5037,YE,0,0,0
5037,KW,0,0,0
5037,BH,0,0,0
5037,QA,0,0,0
5037,AE,0,0,0
5037,OM,0,0,0
5037,AF,1,3,62585
5037,TJ,1,1,15021
5037,KG,0,0,0
5037,UZ,0,0,0
5037,KZ,0,0,0
5037,CN,1,9,105386247
5037,MN,1,1,15026
5037,KP,0,0,0
5037,KR,0,0,0
5037,JP,0,0,0
5037,IN,1,7,5987508
5037,BT,0,0,0
5037,PK,1,3,75182
5037,BD,1,3,500016
5037,MM,0,0,0
5037,LK,1,3,380003
5037,MV,0,0,0
5037,NP,1,2,257903
5037,TH,1,2,232599
5037,KH,0,0,0
5037,LA,1,1,10
5037,VN,1,2,740037
5037,MY,1,3,16875
5037,SG,0,0,0
5037,BN,0,0,0
5037,PH,1,8,1083331
5037,ID,1,6,41954
5037,TL,0,0,0
5037,AU,1,2,19141
5037,PG,0,0,0
5037,NZ,0,0,0
5037,SB,1,1,7021
5037,TV,0,0,0
5037,FJ,1,1,10568
5037,TO,0,0,0
5037,NR,0,0,0
5037,MH,0,0,0
5037,PW,0,0,0
5037,FM,0,0,0
5037,WS,0,0,0
5095,US,1,3,1020
5095,CA,0,0,0
5095,BS,0,0,0
5095,CU,0,0,0
5095,HT,1,3,22131
5095,JM,0,0,0
5095,LC,1,2,2000
5095,AG,0,0,0
5095,MX,1,2,1020066
5095,BZ,0,0,0
5095,GT,1,1,3270
5095,HN,1,2,5132
5095,SV,0,0,0
5095,NI,1,2,75926
5095,CR,1,2,3133
5095,PA,1,4,32956
5095,CO,1,4,2797209
5095,VE,1,1,94841
5095,SR,0,0,0
5095,EC,1,2,6954
5095,PE,1,1,80020
5095,BR,1,4,307301
5095,BO,1,3,290686
5095,PY,0,0,0
5095,CL,0,0,0
5095,AR,1,1,3512
5095,UY,0,0,0
5095,GB,0,0,0
5095,IE,0,0,0
5095,NL,0,0,0
5095,BE,1,1,693
5095,LU,0,0,0
5095,FR,1,1,25
5095,MC,0,0,0
5095,LI,0,0,0
5095,CH,0,0,0
5095,ES,1,1,32
5095,AD,0,0,0
5095,PT,1,1,661
5095,DE,1,1,3
5095,PL,1,2,100719
5095,AT,0,0,0
5095,HU,1,1,2001
5095,CZ,1,3,1411
5095,SK,1,2,854
5095,IT,1,1,300
5095,SM,0,0,0
5095,MT,0,0,0
5095,AL,1,2,20600
5095,ME,1,3,6800
5095,MK,0,0,0
5095,HR,1,2,1110
5095,YU,0,0,0
5095,BA,1,2,34913
5095,SI,0,0,0
5095,CY,0,0,0
5095,BG,1,1,90
5095,MD,1,1,12001
5095,RO,1,1,12263
5095,RU,1,5,55744
5095,EE,0,0,0
5095,LV,0,0,0
5095,LT,1,1,4
5095,UA,1,1,40065
5095,BY,0,0,0
5095,AM,0,0,0
5095,GE,0,0,0
5095,AZ,1,1,70003
5095,FI,0,0,0
5095,SE,0,0,0
5095,NO,0,0,0
5095,DK,0,0,0
5095,IS,0,0,0
5095,CV,0,0,0
5095,ST,0,0,0
5095,GW,1,1,56794
5095,GM,1,2,38970
5095,ML,1,3,632000
5095,SN,1,2,102518
5095,BJ,1,1,831046
5095,MR,1,1,8750
5095,NE,1,2,233231
5095,CI,1,2,6443
5095,GN,1,2,48034
5095,BF,1,1,133378
5095,LR,1,1,15487
5095,SL,1,1,234
5095,GH,1,2,17237
5095,TG,1,2,111572
5095,CM,1,1,3108
5095,NG,1,1,1500240
5095,TD,1,1,144603
5095,CD,1,3,73278
5095,UG,0,0,0
5095,KE,1,2,211358
5095,TZ,1,1,50018
5095,SO,1,3,4036211
5095,DJ,1,1,200258
5095,ET,1,2,80719
5095,ER,0,0,0
5095,AO,1,3,189806
5095,MZ,1,2,477005
5095,ZM,1,1,1200
5095,ZW,1,2,1668438
5095,MW,1,1,21290
5095,ZA,0,0,0
5095,LS,0,0,0
5095,BW,0,0,0
5095,SZ,0,0,0
5095,MG,0,0,0
5095,KM,0,0,0
5095,MU,0,0,0
5095,MA,1,3,84576
5095,DZ,0,0,0
5095,TN,0,0,0
5095,LY,0,0,0
5095,SD,1,2,26398
5095,IR,0,0,0
5095,TR,0,0,0
5095,IQ,0,0,0
5095,EG,1,1,3512
5095,SY,0,0,0
5095,LB,0,0,0
5095,JO,0,0,0
5095,IL,1,2,20068
5095,SA,1,2,109
5095,YE,1,2,1024
5095,KW,0,0,0
5095,BH,0,0,0
5095,QA,0,0,0
5095,AE,0,0,0
5095,OM,0,0,0
5095,AF,1,2,45135
5095,TJ,1,2,8697
5095,KG,0,0,0
5095,UZ,0,0,0
5095,CN,1,7,175196072
5095,MN,0,0,0
5095,KP,1,2,55785
5095,KR,0,0,0
5095,JP,1,1,10
5095,IN,1,8,3773098
5095,PK,1,4,20365609
5095,BD,1,2,575015
5095,MM,0,0,0
5095,LK,1,2,770300
5095,MV,0,0,0
5095,NP,1,2,8150
5095,TH,1,2,15453513
5095,KH,1,1,8
5095,LA,0,0,0
5095,VN,1,4,1490019
5095,MY,0,0,0
5095,SG,0,0,0
5095,BN,0,0,0
5095,PH,1,8,874541
5095,ID,1,7,57001
5095,TL,0,0,0
5095,AU,1,5,11200
5095,PG,0,0,0
5095,NZ,0,0,0
5095,VU,0,0,0
5095,SB,1,1,16019
5095,TV,0,0,0
5095,FJ,0,0,0
5095,TO,0,0,0
5095,NR,0,0,0
5095,MH,0,0,0
5095,PW,0,0,0
5095,FM,0,0,0
5095,WS,0,0,0
5139,US,1,8,42230
5139,CA,1,2,9006
5139,BS,0,0,0
5139,CU,0,0,0
5139,HT,1,2,4474
5139,DO,1,1,11204
5139,JM,0,0,0
5139,TT,0,0,0
5139,BB,0,0,0
5139,DM,0,0,0
5139,GD,0,0,0
5139,LC,0,0,0
5139,VC,1,1,275
5139,AG,0,0,0
5139,MX,1,5,2980077
5139,BZ,0,0,0
5139,GT,1,3,534887
5139,HN,1,1,69831
5139,SV,1,1,300035
5139,NI,1,1,143035
5139,CR,1,1,46699
5139,PA,1,2,4000
5139,CO,1,2,1487796
5139,VE,1,3,3685
5139,GY,0,0,0
5139,SR,0,0,0
5139,EC,1,1,3600
5139,PE,1,3,823017
5139,BR,1,8,1216578
5139,BO,1,1,88877
5139,PY,0,0,0
5139,CL,1,1,400
5139,AR,0,0,0
5139,UY,0,0,0
5139,GB,0,0,0
5139,IE,1,1,602
5139,NL,0,0,0
5139,LU,0,0,0
5139,FR,1,1,2306
5139,MC,0,0,0
5139,LI,0,0,0
5139,CH,0,0,0
5139,ES,1,1,2401
5139,AD,0,0,0
5139,PT,0,0,0
5139,DE,1,1,4
5139,PL,0,0,0
5139,AT,0,0,0
5139,HU,0,0,0
5139,CZ,0,0,0
5139,SK,0,0,0
5139,IT,1,2,16
5139,SM,0,0,0
5139,MT,0,0,0
5139,AL,0,0,0
5139,ME,0,0,0
5139,MK,0,0,0
5139,HR,0,0,0
5139,YU,0,0,0
5139,BA,0,0,0
5139,SI,0,0,0
5139,GR,0,0,0
5139,CY,0,0,0
5139,BG,0,0,0
5139,MD,0,0,0
5139,RO,0,0,0
5139,RU,1,2,14169
5139,EE,0,0,0
5139,LV,0,0,0
5139,LT,0,0,0
5139,UA,0,0,0
5139,BY,0,0,0
5139,AM,0,0,0
5139,GE,1,1,1757
5139,AZ,0,0,0
5139,FI,0,0,0
5139,SE,0,0,0
5139,NO,0,0,0
5139,DK,0,0,0
5139,IS,0,0,0
5139,CV,0,0,0
5139,GW,0,0,0
5139,ML,1,1,15416
5139,SN,1,2,855220
5139,BJ,1,1,5840
5139,NE,1,2,41191
5139,CI,0,0,0
5139,GN,1,1,20143
5139,BF,1,1,2850000
5139,LR,0,0,0
5139,SL,1,1,21
5139,TG,0,0,0
5139,CM,0,0,0
5139,NG,1,4,31089
5139,GA,0,0,0
5139,CF,1,1,2935
5139,TD,0,0,0
5139,CG,0,0,0
5139,UG,1,2,732102
5139,KE,1,4,4400725
5139,TZ,1,4,1066013
5139,BI,1,1,685
5139,SO,1,1,2800
5139,DJ,0,0,0
5139,ET,1,2,4845879
5139,ER,0,0,0
5139,AO,1,4,90814
5139,MZ,1,2,63957
5139,ZM,1,1,1375
5139,MW,1,3,83591
5139,ZA,1,1,200361
5139,NA,1,1,500108
5139,LS,1,3,730541
5139,SZ,0,0,0
5139,MG,0,0,0
5139,KM,0,0,0
5139,MU,0,0,0
5139,MA,0,0,0
5139,DZ,1,1,803
5139,TN,0,0,0
5139,LY,0,0,0
5139,SD,0,0,0
5139,IR,0,0,0
5139,TR,1,1,11
5139,IQ,1,1,2007
5139,EG,1,1,15
5139,SY,0,0,0
5139,LB,0,0,0
5139,JO,0,0,0
5139,IL,0,0,0
5139,SA,1,1,11
5139,YE,0,0,0
5139,KW,0,0,0
5139,BH,0,0,0
5139,QA,0,0,0
5139,AE,0,0,0
5139,OM,0,0,0
5139,AF,1,3,1762872
5139,TJ,1,1,2130
5139,KG,0,0,0
5139,UZ,0,0,0
5139,KZ,1,1,16002
5139,CN,1,5,93360628
5139,MN,0,0,0
5139,KP,1,2,51157
5139,KR,1,2,29062
5139,JP,1,1,2006
5139,IN,1,7,12004677
5139,BT,0,0,0
5139,PK,1,1,5401264
5139,BD,1,1,1570569
5139,MM,1,1,35885
5139,LK,1,3,1293989
5139,MV,0,0,0
5139,NP,1,2,1962
5139,TH,1,3,10216987
5139,KH,1,1,1640270
5139,LA,1,2,467048
5139,VN,1,3,1361706
5139,MY,1,1,20002
5139,SG,0,0,0
5139,BN,0,0,0
5139,PH,1,14,2047129
5139,ID,1,6,19926
5139,TL,0,0,0
5139,AU,1,2,337
5139,PG,0,0,0
5139,NZ,0,0,0
5139,SB,0,0,0
5139,FJ,0,0,0
5139,TO,0,0,0
5139,NR,0,0,0
5139,MH,0,0,0
5139,PW,0,0,0
5139,FM,0,0,0
5140,US,1,8,42230
5140,CA,1,2,9006
5140,BS,0,0,0
5140,CU,0,0,0
5140,HT,1,2,4474
5140,DO,1,1,11204
5140,JM,0,0,0
5140,TT,0,0,0
5140,BB,0,0,0
5140,DM,0,0,0
5140,GD,0,0,0
5140,LC,0,0,0
5140,VC,1,1,275
5140,AG,0,0,0
5140,MX,1,5,2980077
5140,BZ,0,0,0
5140,GT,1,3,534887
5140,HN,1,1,69831
5140,SV,1,1,300035
5140,NI,1,1,143035
5140,CR,1,1,46699
5140,PA,1,2,4000
5140,CO,1,2,1487796
5140,VE,1,3,3685
5140,GY,0,0,0
5140,SR,0,0,0
5140,EC,1,1,3600
5140,PE,1,3,823017
5140,BR,1,8,1216578
5140,BO,1,1,88877
5140,PY,0,0,0
5140,CL,1,1,400
5140,AR,0,0,0
5140,UY,0,0,0
5140,GB,0,0,0
5140,IE,1,1,602
5140,NL,0,0,0
5140,LU,0,0,0
5140,FR,1,1,2306
5140,MC,0,0,0
5140,LI,0,0,0
5140,CH,0,0,0
5140,ES,1,1,2401
5140,AD,0,0,0
5140,PT,0,0,0
5140,DE,1,1,4
5140,PL,0,0,0
5140,AT,0,0,0
5140,HU,0,0,0
5140,CZ,0,0,0
5140,SK,0,0,0
5140,IT,1,2,16
5140,SM,0,0,0
5140,MT,0,0,0
5140,AL,0,0,0
5140,ME,0,0,0
5140,MK,0,0,0
5140,HR,0,0,0
5140,YU,0,0,0
5140,BA,0,0,0
5140,SI,0,0,0
5140,GR,0,0,0
5140,CY,0,0,0
5140,BG,0,0,0
5140,MD,0,0,0
5140,RO,0,0,0
5140,RU,1,2,14169
5140,EE,0,0,0
5140,LV,0,0,0
5140,LT,0,0,0
5140,UA,0,0,0
5140,BY,0,0,0
5140,AM,0,0,0
5140,GE,1,1,1757
5140,AZ,0,0,0
5140,FI,0,0,0
5140,SE,0,0,0
5140,NO,0,0,0
5140,DK,0,0,0
5140,IS,0,0,0
5140,CV,0,0,0
5140,GW,0,0,0
5140,ML,1,1,15416
5140,SN,1,2,855220
5140,BJ,1,1,5840
5140,NE,1,2,41191
5140,CI,0,0,0
5140,GN,1,1,20143
5140,BF,1,1,2850000
5140,LR,0,0,0
5140,SL,1,1,21
5140,TG,0,0,0
5140,CM,0,0,0
5140,NG,1,4,31089
5140,GA,0,0,0
5140,CF,1,1,2935
5140,TD,0,0,0
5140,CG,0,0,0
5140,UG,1,2,732102
5140,KE,1,4,4400725
5140,TZ,1,4,1066013
5140,BI,1,1,685
5140,SO,1,1,2800
5140,DJ,0,0,0
5140,ET,1,2,4845879
5140,ER,0,0,0
5140,AO,1,4,90814
5140,MZ,1,2,63957
5140,ZM,1,1,1375
5140,MW,1,3,83591
5140,ZA,1,1,200361
5140,NA,1,1,500108
5140,LS,1,3,730541
5140,SZ,0,0,0
5140,MG,0,0,0
5140,KM,0,0,0
5140,MU,0,0,0
5140,MA,0,0,0
5140,DZ,1,1,803
5140,TN,0,0,0
5140,LY,0,0,0
5140,SD,0,0,0
5140,TR,1,1,11
5140,IQ,1,1,2007
5140,EG,1,1,15
5140,SY,0,0,0
5140,LB,0,0,0
5140,JO,0,0,0
5140,IL,0,0,0
5140,SA,1,1,11
5140,YE,0,0,0
5140,KW,0,0,0
5140,BH,0,0,0
5140,QA,0,0,0
5140,AE,0,0,0
5140,OM,0,0,0
5140,AF,1,3,1762872
5140,TJ,1,1,2130
5140,KG,0,0,0
5140,UZ,0,0,0
5140,KZ,1,1,16002
5140,CN,1,5,93360628
5140,MN,0,0,0
5140,KP,1,2,51157
5140,KR,1,2,29062
5140,JP,1,1,2006
5140,IN,1,7,12004677
5140,BT,0,0,0
5140,PK,1,1,5401264
5140,BD,1,1,1570569
5140,MM,1,1,35885
5140,LK,1,3,1293989
5140,MV,0,0,0
5140,NP,1,2,1962
5140,TH,1,3,10216987
5140,VN,1,3,1361706
5140,MY,1,1,20002
5140,SG,0,0,0
5140,BN,0,0,0
5140,PH,1,14,2047129
5140,ID,1,6,19926
5140,TL,0,0,0
5140,AU,1,2,337
5140,PG,0,0,0
5140,NZ,0,0,0
5140,SB,0,0,0
5140,FJ,0,0,0
5140,TO,0,0,0
5140,NR,0,0,0
5140,MH,0,0,0
5140,PW,0,0,0
5140,FM,0,0,0
5242,US,1,5,3152
5242,CA,1,1,1500
5242,BS,0,0,0
5242,CU,1,1,3002
5242,HT,1,3,26507
5242,DO,1,2,14570
5242,JM,0,0,0
5242,TT,0,0,0
5242,BB,0,0,0
5242,DM,0,0,0
5242,GD,0,0,0
5242,LC,0,0,0
5242,VC,0,0,0
5242,AG,0,0,0
5242,KN,0,0,0
5242,MX,0,0,0
5242,BZ,0,0,0
5242,GT,1,1,266485
5242,HN,1,1,125000
5242,SV,0,0,0
5242,NI,1,1,29509
5242,CR,1,1,9529
5242,PA,1,2,9454
5242,CO,1,3,81595
5242,VE,1,1,11000
5242,GY,0,0,0
5242,SR,0,0,0
5242,EC,1,2,73839
5242,PE,1,1,50043
5242,BR,1,3,4299003
5242,BO,1,1,69098
5242,PY,1,2,1470845
5242,CL,1,3,5390
5242,AR,1,1,10006
5242,UY,0,0,0
5242,GB,1,4,3208
5242,IE,0,0,0
5242,NL,0,0,0
5242,BE,0,0,0
5242,LU,0,0,0
5242,FR,0,0,0
5242,MC,0,0,0
5242,LI,0,0,0
5242,CH,0,0,0
5242,ES,1,2,655
5242,AD,0,0,0
5242,PT,0,0,0
5242,DE,0,0,0
5242,PL,0,0,0
5242,AT,0,0,0
5242,HU,0,0,0
5242,CZ,0,0,0
5242,SK,0,0,0
5242,IT,1,2,1204
5242,SM,0,0,0
5242,MT,0,0,0
5242,AL,0,0,0
5242,ME,0,0,0
5242,MK,0,0,0
5242,HR,1,1,1500
5242,YU,0,0,0
5242,BA,0,0,0
5242,SI,1,1,12000
5242,GR,1,1,201
5242,CY,0,0,0
5242,BG,1,1,37955
5242,MD,1,1,5800
5242,RO,0,0,0
5242,RU,1,6,47586
5242,EE,0,0,0
5242,LV,0,0,0
5242,LT,0,0,0
5242,BY,0,0,0
5242,AM,0,0,0
5242,GE,1,1,100023
5242,AZ,0,0,0
5242,FI,0,0,0
5242,SE,0,0,0
5242,NO,0,0,0
5242,DK,0,0,0
5242,IS,0,0,0
5242,CV,0,0,0
5242,GW,0,0,0
5242,GM,1,1,428000
5242,ML,0,0,0
5242,SN,1,1,57019
5242,BJ,1,1,55004
5242,MR,0,0,0
5242,NE,1,1,531043
5242,CI,0,0,0
5242,GN,0,0,0
5242,BF,1,1,21018
5242,LR,0,0,0
5242,SL,0,0,0
5242,GH,0,0,0
5242,TG,0,0,0
5242,CM,1,3,64005
5242,NG,1,1,7001230
5242,GA,1,1,77846
5242,TD,1,3,2213651
5242,CG,1,2,9633
5242,CD,1,1,4536
5242,UG,1,1,15000
5242,KE,1,1,280743
5242,TZ,1,1,10
5242,BI,0,0,0
5242,RW,1,1,11165
5242,DJ,0,0,0
5242,ET,0,0,0
5242,ER,0,0,0
5242,AO,1,1,1833900
5242,MZ,0,0,0
5242,ZM,0,0,0
5242,ZW,0,0,0
5242,MW,1,3,1990739
5242,ZA,1,1,125013
5242,NA,1,1,650
5242,LS,0,0,0
5242,BW,0,0,0
5242,SZ,0,0,0
5242,MG,0,0,0
5242,KM,1,1,65141
5242,MU,0,0,0
5242,SC,0,0,0
5242,MA,0,0,0
5242,DZ,1,2,170
5242,TN,0,0,0
5242,LY,0,0,0
5242,SD,1,1,135170
5242,SS,1,2,157047
5242,IR,1,1,1007
5242,TR,1,1,13
5242,IQ,0,0,0
5242,EG,0,0,0
5242,SY,0,0,0
5242,LB,0,0,0
5242,JO,0,0,0
5242,IL,0,0,0
5242,SA,1,1,19
5242,YE,0,0,0
5242,KW,0,0,0
5242,BH,0,0,0
5242,QA,0,0,0
5242,AE,0,0,0
5242,OM,0,0,0
5242,AF,1,6,51299
5242,TJ,1,1,5556
5242,KG,1,1,11000
5242,UZ,0,0,0
5242,KZ,1,1,9400
5242,CN,1,12,32992622
5242,MN,0,0,0
5242,KP,1,2,3093177
5242,KR,0,0,0
5242,JP,1,1,48165
5242,IN,1,6,4248639
5242,BT,0,0,0
5242,PK,1,3,5051082
5242,BD,1,2,5398614
5242,MM,1,1,85002
5242,LK,1,2,2247074
5242,MV,0,0,0
5242,NP,1,1,77
5242,TH,1,2,12235545
5242,KH,1,1,71514
5242,LA,0,0,0
5242,VN,1,1,17574
5242,MY,0,0,0
5242,SG,0,0,0
5242,BN,0,0,0
5242,PH,1,8,4614785
5242,ID,1,6,22858
5242,TL,0,0,0
5242,AU,1,2,16004
5242,NZ,0,0,0
5242,VU,0,0,0
5242,SB,1,1,4836
5242,TV,0,0,0
5242,FJ,1,2,19560
5242,TO,0,0,0
5242,NR,0,0,0
5242,MH,0,0,0
5242,PW,0,0,0
5242,FM,0,0,0
5242,WS,0,0,0
5243,US,1,5,3152
5243,CA,1,1,1500
5243,BS,0,0,0
5243,CU,1,1,3002
5243,HT,1,3,26507
5243,DO,1,2,14570
5243,JM,0,0,0
5243,TT,0,0,0
5243,BB,0,0,0
5243,DM,0,0,0
5243,GD,0,0,0
5243,LC,0,0,0
5243,VC,0,0,0
5243,KN,0,0,0
5243,MX,0,0,0
5243,BZ,0,0,0
5243,GT,1,1,266485
5243,HN,1,1,125000
5243,SV,0,0,0
5243,NI,1,1,29509
5243,CR,1,1,9529
5243,PA,1,2,9454
5243,CO,1,3,81595
5243,VE,1,1,11000
5243,GY,0,0,0
5243,SR,0,0,0
5243,EC,1,2,73839
5243,PE,1,1,50043
5243,BR,1,3,4299003
5243,BO,1,1,69098
5243,PY,1,2,1470845
5243,CL,1,3,5390
5243,AR,1,1,10006
5243,UY,0,0,0
5243,GB,1,4,3208
5243,IE,0,0,0
5243,NL,0,0,0
5243,BE,0,0,0
5243,LU,0,0,0
5243,FR,0,0,0
5243,MC,0,0,0
5243,LI,0,0,0
5243,CH,0,0,0
5243,ES,1,2,655
5243,AD,0,0,0
5243,PT,0,0,0
5243,DE,0,0,0
5243,PL,0,0,0
5243,AT,0,0,0
5243,HU,0,0,0
5243,CZ,0,0,0
5243,SK,0,0,0
5243,IT,1,2,1204
5243,SM,0,0,0
5243,MT,0,0,0
5243,AL,0,0,0
5243,ME,0,0,0
5243,MK,0,0,0
5243,HR,1,1,1500
5243,YU,0,0,0
5243,BA,0,0,0
5243,SI,1,1,12000
5243,GR,1,1,201
5243,CY,0,0,0
5243,BG,1,1,37955
5243,MD,1,1,5800
5243,RO,0,0,0
5243,RU,1,6,47586
5243,EE,0,0,0
5243,LV,0,0,0
5243,LT,0,0,0
5243,BY,0,0,0
5243,AM,0,0,0
5243,GE,1,1,100023
5243,AZ,0,0,0
5243,FI,0,0,0
5243,SE,0,0,0
5243,NO,0,0,0
5243,DK,0,0,0
5243,IS,0,0,0
5243,CV,0,0,0
5243,GW,0,0,0
5243,GQ,0,0,0
5243,GM,1,1,428000
5243,ML,0,0,0
5243,SN,1,1,57019
5243,BJ,1,1,55004
5243,MR,0,0,0
5243,NE,1,1,531043
5243,CI,0,0,0
5243,GN,0,0,0
5243,BF,1,1,21018
5243,LR,0,0,0
5243,SL,0,0,0
5243,GH,0,0,0
5243,TG,0,0,0
5243,CM,1,3,64005
5243,NG,1,1,7001230
5243,GA,1,1,77846
5243,TD,1,3,2213651
5243,CG,1,2,9633
5243,CD,1,1,4536
5243,UG,1,1,15000
5243,KE,1,1,280743
5243,TZ,1,1,10
5243,BI,0,0,0
5243,RW,1,1,11165
5243,DJ,0,0,0
5243,ET,0,0,0
5243,ER,0,0,0
5243,AO,1,1,1833900
5243,MZ,0,0,0
5243,ZM,0,0,0
5243,ZW,0,0,0
5243,MW,1,3,1990739
5243,ZA,1,1,125013
5243,NA,1,1,650
5243,LS,0,0,0
5243,BW,0,0,0
5243,MG,0,0,0
5243,KM,1,1,65141
5243,MU,0,0,0
5243,SC,0,0,0
5243,MA,0,0,0
5243,DZ,1,2,170
5243,TN,0,0,0
5243,LY,0,0,0
5243,SD,1,1,135170
5243,SS,1,2,157047
5243,IR,1,1,1007
5243,TR,1,1,13
5243,IQ,0,0,0
5243,EG,0,0,0
5243,SY,0,0,0
5243,LB,0,0,0
5243,JO,0,0,0
5243,IL,0,0,0
5243,SA,1,1,19
5243,YE,0,0,0
5243,KW,0,0,0
5243,BH,0,0,0
5243,QA,0,0,0
5243,AE,0,0,0
5243,OM,0,0,0
5243,AF,1,6,51299
5243,TJ,1,1,5556
5243,KG,1,1,11000
5243,KZ,1,1,9400
5243,CN,1,12,32992622
5243,MN,0,0,0
5243,KP,1,2,3093177
5243,KR,0,0,0
5243,JP,1,1,48165
5243,IN,1,6,4248639
5243,BT,0,0,0
5243,PK,1,3,5051082
5243,BD,1,2,5398614
5243,MM,1,1,85002
5243,LK,1,2,2247074
5243,MV,0,0,0
5243,NP,1,1,77
5243,TH,1,2,12235545
5243,KH,1,1,71514
5243,MY,0,0,0
5243,SG,0,0,0
5243,BN,0,0,0
5243,PH,1,8,4614785
5243,ID,1,6,22858
5243,TL,0,0,0
5243,AU,1,2,16004
5243,PG,1,1,200005
5243,NZ,0,0,0
5243,VU,0,0,0
5243,SB,1,1,4836
5243,TV,0,0,0
5243,FJ,1,2,19560
5243,TO,0,0,0
5243,NR,0,0,0
5243,MH,0,0,0
5243,PW,0,0,0
5243,FM,0,0,0
5243,WS,0,0,0
5305,US,1,11,37148
5305,CA,1,1,100004
5305,BS,1,1,1000
5305,CU,1,1,229
5305,HT,1,1,33271
5305,DO,0,0,0
5305,JM,0,0,0
5305,TT,0,0,0
5305,BB,0,0,0
5305,GD,0,0,0
5305,LC,0,0,0
